N is 4
N is 4
omega has size 1
omega has size 2
omega has size 3
omega has size 4
theta has size 1theta has size 2theta has size 3theta has size 4theta has size 40, 12.6858, dt0
0.244, 10.8955, dt3
0.245, 12.7546, dt0
0.245, 13.6572, dt1
0.245, 11.3024, dt2
0.245, 10.655, dt3
0.246, 12.42, dt0
0.246, 12.7212, dt1
0.246, 11.0022, dt2
0.246, 11.0811, dt3
0.247, 12.8022, dt0
0.247, 12.8023, dt1
0.247, 10.7724, dt2
0.247, 10.5784, dt3
0.248, 12.4558, dt0
0.248, 13.5539, dt1
0.248, 11.2462, dt2
0.248, 11.2088, dt3
0.249, 12.6764, dt0
0.249, 13.2968, dt1
0.249, 10.6095, dt2
0.249, 11.4916, dt3
0.25, 13.3732, dt0
0.25, 13.3657, dt1
0.25, 10.7903, dt2
0.25, 10.9961, dt3
0.251, 12.0021, dt0
0.251, 12.4757, dt1
0.251, 10.7709, dt2
0.251, 11.7397, dt3
0.252, 11.7365, dt0
0.252, 12.7149, dt1
0.252, 11.582, dt2
0.252, 10.8989, dt3
0.253, 13.4173, dt0
0.253, 12.4901, dt1
0.253, 10.8854, dt2
0.253, 11.3036, dt3
0.254, 12.7597, dt0
0.254, 12.7587, dt1
0.254, 10.4741, dt2
0.254, 11.1671, dt3
0.255, 13.1083, dt0
0.255, 13.2537, dt1
0.255, 11.09, dt2
0.255, 11.2755, dt3
0.256, 13.2578, dt0
0.256, 13.4695, dt1
0.256, 10.7919, dt2
0.256, 11.1718, dt3
0.257, 12.8952, dt0
0.257, 12.1849, dt1
0.257, 11.6016, dt2
0.257, 11.4279, dt3
0.258, 12.9484, dt0
0.258, 13.2019, dt1
0.258, 10.6761, dt2
0.258, 11.1167, dt3
0.259, 12.4773, dt0
0.259, 12.6125, dt1
0.259, 10.4842, dt2
0.259, 10.9598, dt3
0.26, 13.1231, dt0
0.26, 14.4974, dt1
0.26, 11.0521, dt2
0.26, 10.226, dt3
0.261, 12.8847, dt0
0.261, 13.0052, dt1
0.261, 11.5112, dt2
0.261, 11.6566, dt3
0.262, 12.7564, dt0
0.262, 12.5949, dt1
0.262, 11.0394, dt2
0.262, 10.8996, dt3
0.263, 13.0414, dt0
0.263, 12.5523, dt1
0.263, 11.0041, dt2
0.263, 11.1421, dt3
0.264, 12.264, dt0
0.264, 12.3476, dt1
0.264, 11.0435, dt2
0.264, 11.7869, dt3
0.265, 12.6894, dt0
0.265, 12.6591, dt1
0.265, 11.0873, dt2
0.265, 11.1988, dt3
0.266, 13.301, dt0
0.266, 12.7193, dt1
0.266, 10.7074, dt2
0.266, 10.667, dt3
0.267, 13.1207, dt0
0.267, 12.7529, dt1
0.267, 10.5609, dt2
0.267, 10.9118, dt3
0.268, 13.2423, dt0
0.268, 13.3788, dt1
0.268, 10.7428, dt2
0.268, 11.8562, dt3
0.269, 12.7737, dt0
0.269, 13.8617, dt1
0.269, 11.3269, dt2
0.269, 11.1286, dt3
0.27, 13.6801, dt0
0.27, 13.1169, dt1
0.27, 10.2791, dt2
0.27, 10.9983, dt3
0.271, 13.2185, dt0
0.271, 13.253, dt1
0.271, 10.5003, dt2
0.271, 11.1227, dt3
0.272, 12.3408, dt0
0.272, 13.3914, dt1
0.272, 11.4302, dt2
0.272, 11.3771, dt3
0.273, 12.9882, dt0
0.273, 13.0508, dt1
0.273, 11.3047, dt2
0.273, 10.103, dt3
0.274, 11.8985, dt0
0.274, 13.3583, dt1
0.274, 11.1677, dt2
0.274, 10.6063, dt3
0.275, 13.5226, dt0
0.275, 13.3512, dt1
0.275, 11.0636, dt2
0.275, 11.3841, dt3
0.276, 13.3348, dt0
0.276, 13.1687, dt1
0.276, 11.415, dt2
0.276, 11.171, dt3
0.277, 13.738, dt0
0.277, 12.9092, dt1
0.277, 11.3309, dt2
0.277, 11.1183, dt3
0.278, 12.9298, dt0
0.278, 12.6467, dt1
0.278, 11.8162, dt2
0.278, 11.5124, dt3
0.279, 13.0014, dt0
0.279, 12.8806, dt1
0.279, 11.0326, dt2
0.279, 11.7409, dt3
0.28, 12.1137, dt0
0.28, 13.0557, dt1
0.28, 10.9303, dt2
0.28, 10.1155, dt3
0.281, 13.4562, dt0
0.281, 13.0879, dt1
0.281, 11.4519, dt2
0.281, 10.7934, dt3
0.282, 12.3171, dt0
0.282, 13.2088, dt1
0.282, 11.3851, dt2
0.282, 10.7949, dt3
0.283, 11.8119, dt0
0.283, 12.2115, dt1
0.283, 11.2518, dt2
0.283, 10.9612, dt3
0.284, 12.4478, dt0
0.284, 13.1983, dt1
0.284, 11.0687, dt2
0.284, 10.8988, dt3
0.285, 12.9756, dt0
0.285, 13.7748, dt1
0.285, 10.9161, dt2
0.285, 11.511, dt3
0.286, 12.6656, dt0
0.286, 12.7752, dt1
0.286, 11.4161, dt2
0.286, 10.8999, dt3
0.287, 12.2787, dt0
0.287, 13.0236, dt1
0.287, 11.1896, dt2
0.287, 11.6341, dt3
0.288, 12.4909, dt0
0.288, 12.9613, dt1
0.288, 11.6797, dt2
0.288, 10.3035, dt3
0.289, 13.4574, dt0
0.289, 12.2816, dt1
0.289, 9.98858, dt2
0.289, 10.5347, dt3
0.29, 12.9656, dt0
0.29, 12.5529, dt1
0.29, 10.9396, dt2
0.29, 11.7716, dt3
0.291, 12.9506, dt0
0.291, 12.501, dt1
0.291, 11.2632, dt2
0.291, 11.397, dt3
0.292, 12.8601, dt0
0.292, 12.9248, dt1
0.292, 11.4883, dt2
0.292, 11.3986, dt3
0.293, 12.873, dt0
0.293, 13.3764, dt1
0.293, 12.0607, dt2
0.293, 11.7714, dt3
0.294, 13.0434, dt0
0.294, 12.5686, dt1
0.294, 10.5058, dt2
0.294, 11.1031, dt3
0.295, 13.4081, dt0
0.295, 13.0954, dt1
0.295, 10.4251, dt2
0.295, 11.2451, dt3
0.296, 12.5053, dt0
0.296, 12.7499, dt1
0.296, 11.4511, dt2
0.296, 11.1877, dt3
0.297, 12.2215, dt0
0.297, 12.885, dt1
0.297, 11.5001, dt2
0.297, 12.024, dt3
0.298, 12.5894, dt0
0.298, 12.831, dt1
0.298, 11.0278, dt2
0.298, 11.4121, dt3
0.299, 12.2731, dt0
0.299, 12.5459, dt1
0.299, 10.2809, dt2
0.299, 11.2728, dt3
0.3, 11.9954, dt0
0.3, 13.1312, dt1
0.3, 11.3814, dt2
0.3, 11.1789, dt3
0.301, 12.052, dt0
0.301, 13.6218, dt1
0.301, 10.3079, dt2
0.301, 10.9272, dt3
0.302, 12.1919, dt0
0.302, 11.964, dt1
0.302, 11.0564, dt2
0.302, 11.7851, dt3
0.303, 12.723, dt0
0.303, 12.6315, dt1
0.303, 11.6764, dt2
0.303, 11.1659, dt3
0.304, 12.7091, dt0
0.304, 13.3358, dt1
0.304, 10.9288, dt2
0.304, 11.4965, dt3
0.305, 12.0638, dt0
0.305, 12.856, dt1
0.305, 11.0122, dt2
0.305, 10.8144, dt3
0.306, 12.6823, dt0
0.306, 13.1253, dt1
0.306, 10.9523, dt2
0.306, 11.4803, dt3
0.307, 12.2498, dt0
0.307, 13.169, dt1
0.307, 11.4084, dt2
0.307, 11.1435, dt3
0.308, 12.9559, dt0
0.308, 13.8431, dt1
0.308, 10.5045, dt2
0.308, 11.3091, dt3
0.309, 12.9051, dt0
0.309, 12.7025, dt1
0.309, 11.2745, dt2
0.309, 11.5152, dt3
0.31, 12.1746, dt0
0.31, 12.3794, dt1
0.31, 10.7589, dt2
0.31, 12.1468, dt3
0.311, 12.1512, dt0
0.311, 13.51, dt1
0.311, 11.1283, dt2
0.311, 10.4674, dt3
0.312, 12.8733, dt0
0.312, 12.8579, dt1
0.312, 11.5694, dt2
0.312, 10.6741, dt3
0.313, 12.6147, dt0
0.313, 13.365, dt1
0.313, 11.3149, dt2
0.313, 11.0865, dt3
0.314, 12.5904, dt0
0.314, 13.6246, dt1
0.314, 10.7428, dt2
0.314, 11.2509, dt3
0.315, 12.6647, dt0
0.315, 12.5957, dt1
0.315, 11.3028, dt2
0.315, 11.1692, dt3
0.316, 12.6726, dt0
0.316, 13.0998, dt1
0.316, 10.5512, dt2
0.316, 11.558, dt3
0.317, 12.7375, dt0
0.317, 12.8648, dt1
0.317, 10.5182, dt2
0.317, 10.8729, dt3
0.318, 13.0496, dt0
0.318, 12.6753, dt1
0.318, 11.7661, dt2
0.318, 11.5919, dt3
0.319, 12.6928, dt0
0.319, 13.6667, dt1
0.319, 10.8077, dt2
0.319, 11.9646, dt3
0.32, 12.8983, dt0
0.32, 12.103, dt1
0.32, 10.6946, dt2
0.32, 11.1843, dt3
0.321, 12.5415, dt0
0.321, 13.3761, dt1
0.321, 11.4847, dt2
0.321, 10.9088, dt3
0.322, 12.304, dt0
0.322, 12.6193, dt1
0.322, 10.6978, dt2
0.322, 11.3334, dt3
0.323, 12.8365, dt0
0.323, 12.7041, dt1
0.323, 11.511, dt2
0.323, 10.8768, dt3
0.324, 12.7926, dt0
0.324, 13.3987, dt1
0.324, 11.1683, dt2
0.324, 10.8984, dt3
0.325, 12.9026, dt0
0.325, 12.6029, dt1
0.325, 11.6518, dt2
0.325, 11.2746, dt3
0.326, 12.7335, dt0
0.326, 12.5733, dt1
0.326, 11.6545, dt2
0.326, 11.1191, dt3
0.327, 12.8976, dt0
0.327, 12.3452, dt1
0.327, 10.8304, dt2
0.327, 11.2321, dt3
0.328, 12.9152, dt0
0.328, 13.2485, dt1
0.328, 11.0635, dt2
0.328, 11.454, dt3
0.329, 12.9217, dt0
0.329, 12.643, dt1
0.329, 10.9047, dt2
0.329, 10.7911, dt3
0.33, 13.1865, dt0
0.33, 14.3545, dt1
0.33, 10.0991, dt2
0.33, 10.8869, dt3
0.331, 13.0294, dt0
0.331, 12.9038, dt1
0.331, 11.2586, dt2
0.331, 10.569, dt3
0.332, 13.1282, dt0
0.332, 12.3912, dt1
0.332, 11.5405, dt2
0.332, 11.8256, dt3
0.333, 13.0325, dt0
0.333, 13.4792, dt1
0.333, 10.6053, dt2
0.333, 11.2707, dt3
0.334, 12.8424, dt0
0.334, 13.6856, dt1
0.334, 10.8743, dt2
0.334, 10.7978, dt3
0.335, 13.1444, dt0
0.335, 12.262, dt1
0.335, 11.1999, dt2
0.335, 11.4793, dt3
0.336, 12.774, dt0
0.336, 12.7261, dt1
0.336, 11.1335, dt2
0.336, 11.6332, dt3
0.337, 12.8014, dt0
0.337, 12.9219, dt1
0.337, 11.4576, dt2
0.337, 10.6831, dt3
0.338, 12.7199, dt0
0.338, 12.455, dt1
0.338, 10.7697, dt2
0.338, 11.5547, dt3
0.339, 12.7555, dt0
0.339, 13.2574, dt1
0.339, 11.389, dt2
0.339, 10.4711, dt3
0.34, 12.8114, dt0
0.34, 12.4561, dt1
0.34, 10.8227, dt2
0.34, 10.4285, dt3
0.341, 12.1279, dt0
0.341, 12.2825, dt1
0.341, 11.6893, dt2
0.341, 11.413, dt3
0.342, 12.6464, dt0
0.342, 12.0356, dt1
0.342, 11.1305, dt2
0.342, 11.1074, dt3
0.343, 13.0798, dt0
0.343, 13.1625, dt1
0.343, 11.0656, dt2
0.343, 11.6936, dt3
0.344, 12.8304, dt0
0.344, 12.4118, dt1
0.344, 10.8195, dt2
0.344, 11.5208, dt3
0.345, 12.6296, dt0
0.345, 12.2193, dt1
0.345, 10.9454, dt2
0.345, 11.4224, dt3
0.346, 13.0792, dt0
0.346, 13.5863, dt1
0.346, 11.2852, dt2
0.346, 11.7713, dt3
0.347, 11.7248, dt0
0.347, 12.5435, dt1
0.347, 11.6031, dt2
0.347, 11.6925, dt3
0.348, 13.0061, dt0
0.348, 13.3937, dt1
0.348, 11.2148, dt2
0.348, 11.9678, dt3
0.349, 12.4044, dt0
0.349, 12.5044, dt1
0.349, 11.257, dt2
0.349, 11.8849, dt3
0.35, 12.5538, dt0
0.35, 12.2734, dt1
0.35, 11.0788, dt2
0.35, 11.3408, dt3
0.351, 13.4668, dt0
0.351, 13.6476, dt1
0.351, 10.8345, dt2
0.351, 11.5493, dt3
0.352, 13.5713, dt0
0.352, 12.5105, dt1
0.352, 11.4093, dt2
0.352, 10.4971, dt3
0.353, 12.5241, dt0
0.353, 12.4501, dt1
0.353, 10.6345, dt2
0.353, 10.5929, dt3
0.354, 12.3795, dt0
0.354, 12.9932, dt1
0.354, 11.684, dt2
0.354, 11.402, dt3
0.355, 12.8483, dt0
0.355, 13.5769, dt1
0.355, 11.7102, dt2
0.355, 11.0714, dt3
0.356, 12.2508, dt0
0.356, 13.2242, dt1
0.356, 11.1462, dt2
0.356, 11.4727, dt3
0.357, 12.3057, dt0
0.357, 12.7784, dt1
0.357, 10.9669, dt2
0.357, 11.5117, dt3
0.358, 12.982, dt0
0.358, 12.1601, dt1
0.358, 11.1773, dt2
0.358, 10.2833, dt3
0.359, 12.76, dt0
0.359, 13.5322, dt1
0.359, 10.6866, dt2
0.359, 12.0311, dt3
0.36, 12.5932, dt0
0.36, 12.9913, dt1
0.36, 10.8022, dt2
0.36, 11.3592, dt3
0.361, 12.3366, dt0
0.361, 12.2006, dt1
0.361, 10.9587, dt2
0.361, 11.2538, dt3
0.362, 13.049, dt0
0.362, 12.6107, dt1
0.362, 11.1084, dt2
0.362, 11.2406, dt3
0.363, 12.6388, dt0
0.363, 12.8388, dt1
0.363, 11.3858, dt2
0.363, 10.8898, dt3
0.364, 12.2103, dt0
0.364, 13.6661, dt1
0.364, 11.4405, dt2
0.364, 12.0764, dt3
0.365, 12.9868, dt0
0.365, 12.8284, dt1
0.365, 11.5894, dt2
0.365, 10.6137, dt3
0.366, 12.6237, dt0
0.366, 12.213, dt1
0.366, 11.0273, dt2
0.366, 11.4278, dt3
0.367, 12.1061, dt0
0.367, 13.3425, dt1
0.367, 11.3316, dt2
0.367, 11.6355, dt3
0.368, 12.9657, dt0
0.368, 12.9231, dt1
0.368, 11.3442, dt2
0.368, 11.5162, dt3
0.369, 12.6696, dt0
0.369, 13.3408, dt1
0.369, 10.9095, dt2
0.369, 11.2382, dt3
0.37, 12.4423, dt0
0.37, 12.5511, dt1
0.37, 11.0229, dt2
0.37, 11.0463, dt3
0.371, 13.1005, dt0
0.371, 12.7038, dt1
0.371, 10.7163, dt2
0.371, 10.3846, dt3
0.372, 12.5225, dt0
0.372, 12.9973, dt1
0.372, 11.1206, dt2
0.372, 11.3266, dt3
0.373, 13.1701, dt0
0.373, 12.5988, dt1
0.373, 11.5503, dt2
0.373, 11.3105, dt3
0.374, 12.7203, dt0
0.374, 12.7031, dt1
0.374, 11.5939, dt2
0.374, 11.2551, dt3
0.375, 13.5028, dt0
0.375, 13.5922, dt1
0.375, 11.7311, dt2
0.375, 11.1754, dt3
0.376, 11.78, dt0
0.376, 12.5179, dt1
0.376, 12.0798, dt2
0.376, 10.4139, dt3
0.377, 13.034, dt0
0.377, 13.3924, dt1
0.377, 11.5856, dt2
0.377, 11.2283, dt3
0.378, 12.6172, dt0
0.378, 12.8776, dt1
0.378, 11.3243, dt2
0.378, 11.6147, dt3
0.379, 12.3959, dt0
0.379, 13.1674, dt1
0.379, 10.8826, dt2
0.379, 11.875, dt3
0.38, 12.3908, dt0
0.38, 13.7869, dt1
0.38, 9.97359, dt2
0.38, 10.8001, dt3
0.381, 12.9203, dt0
0.381, 12.7009, dt1
0.381, 12.3269, dt2
0.381, 10.7242, dt3
0.382, 12.7842, dt0
0.382, 12.4805, dt1
0.382, 11.4464, dt2
0.382, 12.2267, dt3
0.383, 12.53, dt0
0.383, 13.0201, dt1
0.383, 10.4915, dt2
0.383, 11.4804, dt3
0.384, 12.3167, dt0
0.384, 12.8036, dt1
0.384, 11.3628, dt2
0.384, 10.9733, dt3
0.385, 11.7236, dt0
0.385, 12.8771, dt1
0.385, 11.1148, dt2
0.385, 11.4506, dt3
0.386, 12.2591, dt0
0.386, 12.6355, dt1
0.386, 10.997, dt2
0.386, 10.9951, dt3
0.387, 12.517, dt0
0.387, 13.2867, dt1
0.387, 10.2742, dt2
0.387, 10.9436, dt3
0.388, 12.2116, dt0
0.388, 13.2357, dt1
0.388, 11.6802, dt2
0.388, 11.4709, dt3
0.389, 13.185, dt0
0.389, 12.8481, dt1
0.389, 11.4906, dt2
0.389, 11.0735, dt3
0.39, 13.0737, dt0
0.39, 13.2379, dt1
0.39, 11.3766, dt2
0.39, 10.524, dt3
0.391, 12.4419, dt0
0.391, 12.8371, dt1
0.391, 10.9425, dt2
0.391, 11.1174, dt3
0.392, 12.6707, dt0
0.392, 13.2102, dt1
0.392, 10.5498, dt2
0.392, 11.2697, dt3
0.393, 12.1258, dt0
0.393, 12.9899, dt1
0.393, 11.1075, dt2
0.393, 10.8251, dt3
0.394, 12.5477, dt0
0.394, 12.3383, dt1
0.394, 11.8558, dt2
0.394, 11.4898, dt3
0.395, 13.0335, dt0
0.395, 12.3638, dt1
0.395, 11.4414, dt2
0.395, 11.8257, dt3
0.396, 12.2111, dt0
0.396, 12.672, dt1
0.396, 11.9779, dt2
0.396, 11.3923, dt3
0.397, 12.3382, dt0
0.397, 12.8897, dt1
0.397, 10.7965, dt2
0.397, 11.857, dt3
0.398, 13.5865, dt0
0.398, 12.251, dt1
0.398, 10.8883, dt2
0.398, 11.0297, dt3
0.399, 12.5454, dt0
0.399, 12.9533, dt1
0.399, 11.3325, dt2
0.399, 11.2285, dt3
0.4, 12.9337, dt0
0.4, 12.0149, dt1
0.4, 11.2983, dt2
0.4, 11.5012, dt3
0.401, 12.8751, dt0
0.401, 12.0859, dt1
0.401, 11.2347, dt2
0.401, 11.439, dt3
0.402, 12.5583, dt0
0.402, 14.0481, dt1
0.402, 10.8237, dt2
0.402, 10.8046, dt3
0.403, 12.6714, dt0
0.403, 13.1587, dt1
0.403, 11.2736, dt2
0.403, 11.7281, dt3
0.404, 13.4394, dt0
0.404, 13.3692, dt1
0.404, 11.9151, dt2
0.404, 11.0658, dt3
0.405, 12.6289, dt0
0.405, 12.9163, dt1
0.405, 11.2993, dt2
0.405, 11.4066, dt3
0.406, 11.9722, dt0
0.406, 13.2993, dt1
0.406, 10.9595, dt2
0.406, 11.1756, dt3
0.407, 12.0101, dt0
0.407, 13.0909, dt1
0.407, 11.2871, dt2
0.407, 10.6653, dt3
0.408, 12.3673, dt0
0.408, 13.2421, dt1
0.408, 11.7001, dt2
0.408, 10.9835, dt3
0.409, 12.2404, dt0
0.409, 12.8851, dt1
0.409, 11.3115, dt2
0.409, 10.7234, dt3
0.41, 12.8238, dt0
0.41, 12.2453, dt1
0.41, 11.3286, dt2
0.41, 11.6412, dt3
0.411, 12.6343, dt0
0.411, 12.7084, dt1
0.411, 9.9722, dt2
0.411, 11.8982, dt3
0.412, 13.1652, dt0
0.412, 12.4376, dt1
0.412, 11.1744, dt2
0.412, 11.5365, dt3
0.413, 12.3486, dt0
0.413, 12.9363, dt1
0.413, 11.8162, dt2
0.413, 11.8638, dt3
0.414, 12.4184, dt0
0.414, 13.1681, dt1
0.414, 11.8808, dt2
0.414, 12.4352, dt3
0.415, 13.1216, dt0
0.415, 13.0599, dt1
0.415, 10.7334, dt2
0.415, 10.9654, dt3
0.416, 12.2512, dt0
0.416, 12.9791, dt1
0.416, 10.5037, dt2
0.416, 12.0641, dt3
0.417, 12.4613, dt0
0.417, 13.1528, dt1
0.417, 11.0647, dt2
0.417, 12.0847, dt3
0.418, 13.1297, dt0
0.418, 12.9981, dt1
0.418, 10.4448, dt2
0.418, 11.9538, dt3
0.419, 12.9423, dt0
0.419, 13.4205, dt1
0.419, 10.6558, dt2
0.419, 11.1232, dt3
0.42, 12.6938, dt0
0.42, 12.745, dt1
0.42, 10.9663, dt2
0.42, 11.6496, dt3
0.421, 13.0329, dt0
0.421, 12.8903, dt1
0.421, 10.9892, dt2
0.421, 11.5013, dt3
0.422, 12.3856, dt0
0.422, 12.582, dt1
0.422, 11.3689, dt2
0.422, 11.1596, dt3
0.423, 11.6878, dt0
0.423, 12.6212, dt1
0.423, 10.8372, dt2
0.423, 11.1722, dt3
0.424, 13.6427, dt0
0.424, 12.9715, dt1
0.424, 11.2608, dt2
0.424, 11.2258, dt3
0.425, 12.6163, dt0
0.425, 12.8396, dt1
0.425, 10.6842, dt2
0.425, 11.6068, dt3
0.426, 12.4294, dt0
0.426, 12.3754, dt1
0.426, 11.287, dt2
0.426, 11.2872, dt3
0.427, 12.6177, dt0
0.427, 13.4713, dt1
0.427, 10.6271, dt2
0.427, 11.5436, dt3
0.428, 12.1605, dt0
0.428, 13.6702, dt1
0.428, 10.8103, dt2
0.428, 11.6133, dt3
0.429, 13.0664, dt0
0.429, 12.4581, dt1
0.429, 11.1024, dt2
0.429, 11.2819, dt3
0.43, 12.6847, dt0
0.43, 13.1183, dt1
0.43, 11.1204, dt2
0.43, 11.5584, dt3
0.431, 12.0051, dt0
0.431, 12.6687, dt1
0.431, 11.2838, dt2
0.431, 10.2503, dt3
0.432, 12.928, dt0
0.432, 12.9286, dt1
0.432, 11.1486, dt2
0.432, 10.9155, dt3
0.433, 12.6472, dt0
0.433, 12.2714, dt1
0.433, 11.2037, dt2
0.433, 11.9414, dt3
0.434, 12.452, dt0
0.434, 12.755, dt1
0.434, 10.8144, dt2
0.434, 10.9658, dt3
0.435, 12.5271, dt0
0.435, 12.4411, dt1
0.435, 10.6605, dt2
0.435, 11.752, dt3
0.436, 12.5642, dt0
0.436, 12.9963, dt1
0.436, 11.4729, dt2
0.436, 10.9814, dt3
0.437, 11.9949, dt0
0.437, 13.1333, dt1
0.437, 11.7076, dt2
0.437, 10.6341, dt3
0.438, 12.0218, dt0
0.438, 13.1749, dt1
0.438, 11.3792, dt2
0.438, 11.5145, dt3
0.439, 13.0459, dt0
0.439, 12.3918, dt1
0.439, 11.2161, dt2
0.439, 10.5141, dt3
0.44, 12.9086, dt0
0.44, 13.1304, dt1
0.44, 11.2547, dt2
0.44, 11.4667, dt3
0.441, 11.8794, dt0
0.441, 12.8117, dt1
0.441, 11.6213, dt2
0.441, 11.8379, dt3
0.442, 13.2184, dt0
0.442, 12.1238, dt1
0.442, 10.2909, dt2
0.442, 10.7602, dt3
0.443, 12.1311, dt0
0.443, 13.0767, dt1
0.443, 11.2735, dt2
0.443, 11.6428, dt3
0.444, 12.5267, dt0
0.444, 12.7493, dt1
0.444, 10.9308, dt2
0.444, 11.0929, dt3
0.445, 12.6845, dt0
0.445, 12.7286, dt1
0.445, 10.4372, dt2
0.445, 11.6533, dt3
0.446, 12.4491, dt0
0.446, 13.6398, dt1
0.446, 10.3075, dt2
0.446, 10.851, dt3
0.447, 12.0215, dt0
0.447, 12.9362, dt1
0.447, 11.4505, dt2
0.447, 11.4512, dt3
0.448, 12.5246, dt0
0.448, 11.8737, dt1
0.448, 11.2806, dt2
0.448, 10.4616, dt3
0.449, 13.3404, dt0
0.449, 13.1194, dt1
0.449, 11.3611, dt2
0.449, 11.2883, dt3
0.45, 12.9379, dt0
0.45, 13.2269, dt1
0.45, 11.504, dt2
0.45, 11.4961, dt3
0.451, 11.9299, dt0
0.451, 12.3258, dt1
0.451, 11.2898, dt2
0.451, 11.3928, dt3
0.452, 12.225, dt0
0.452, 12.0335, dt1
0.452, 11.1559, dt2
0.452, 11.3114, dt3
0.453, 12.6827, dt0
0.453, 12.6246, dt1
0.453, 11.085, dt2
0.453, 11.6713, dt3
0.454, 13.2357, dt0
0.454, 12.3678, dt1
0.454, 11.6964, dt2
0.454, 11.2222, dt3
0.455, 12.9064, dt0
0.455, 12.7984, dt1
0.455, 11.3599, dt2
0.455, 11.5117, dt3
0.456, 12.5812, dt0
0.456, 12.8268, dt1
0.456, 11.94, dt2
0.456, 11.0144, dt3
0.457, 12.7355, dt0
0.457, 12.6707, dt1
0.457, 11.1688, dt2
0.457, 11.7161, dt3
0.458, 12.9736, dt0
0.458, 12.5983, dt1
0.458, 11.6166, dt2
0.458, 10.7156, dt3
0.459, 12.5379, dt0
0.459, 13.049, dt1
0.459, 10.9667, dt2
0.459, 11.434, dt3
0.46, 12.3893, dt0
0.46, 11.7123, dt1
0.46, 11.7836, dt2
0.46, 11.1557, dt3
0.461, 13.0382, dt0
0.461, 12.9826, dt1
0.461, 10.8771, dt2
0.461, 11.545, dt3
0.462, 12.9356, dt0
0.462, 12.2779, dt1
0.462, 11.3234, dt2
0.462, 11.4281, dt3
0.463, 12.5296, dt0
0.463, 13.148, dt1
0.463, 11.1749, dt2
0.463, 11.1844, dt3
0.464, 12.9334, dt0
0.464, 12.6552, dt1
0.464, 11.0174, dt2
0.464, 12.0317, dt3
0.465, 12.8177, dt0
0.465, 12.6238, dt1
0.465, 11.6329, dt2
0.465, 10.5542, dt3
0.466, 12.4202, dt0
0.466, 12.4827, dt1
0.466, 11.0028, dt2
0.466, 11.4283, dt3
0.467, 13.1254, dt0
0.467, 13.1805, dt1
0.467, 10.0359, dt2
0.467, 11.2146, dt3
0.468, 12.9589, dt0
0.468, 13.1586, dt1
0.468, 10.6205, dt2
0.468, 10.8091, dt3
0.469, 12.8965, dt0
0.469, 12.8846, dt1
0.469, 10.5013, dt2
0.469, 11.4125, dt3
0.47, 12.582, dt0
0.47, 11.8907, dt1
0.47, 10.8722, dt2
0.47, 11.668, dt3
0.471, 12.7808, dt0
0.471, 12.5238, dt1
0.471, 11.0711, dt2
0.471, 11.3248, dt3
0.472, 12.879, dt0
0.472, 13.2043, dt1
0.472, 11.4779, dt2
0.472, 10.3422, dt3
0.473, 12.9445, dt0
0.473, 12.2759, dt1
0.473, 11.0911, dt2
0.473, 11.8885, dt3
0.474, 12.4876, dt0
0.474, 12.435, dt1
0.474, 11.2896, dt2
0.474, 11.0221, dt3
0.475, 12.4761, dt0
0.475, 13.1232, dt1
0.475, 11.1579, dt2
0.475, 10.7226, dt3
0.476, 13.3135, dt0
0.476, 11.9674, dt1
0.476, 11.2707, dt2
0.476, 11.5725, dt3
0.477, 11.7123, dt0
0.477, 12.5277, dt1
0.477, 11.1122, dt2
0.477, 11.2107, dt3
0.478, 12.5893, dt0
0.478, 12.356, dt1
0.478, 11.3, dt2
0.478, 11.095, dt3
0.479, 12.736, dt0
0.479, 12.6136, dt1
0.479, 11.5963, dt2
0.479, 10.7644, dt3
0.48, 12.1347, dt0
0.48, 12.0843, dt1
0.48, 11.3708, dt2
0.48, 10.9798, dt3
0.481, 12.8164, dt0
0.481, 12.9295, dt1
0.481, 11.7844, dt2
0.481, 11.0835, dt3
0.482, 12.9249, dt0
0.482, 12.3874, dt1
0.482, 11.8057, dt2
0.482, 11.2978, dt3
0.483, 12.8004, dt0
0.483, 12.7117, dt1
0.483, 11.0844, dt2
0.483, 11.7273, dt3
0.484, 13.1903, dt0
0.484, 12.1899, dt1
0.484, 11.2893, dt2
0.484, 10.8252, dt3
0.485, 12.7273, dt0
0.485, 12.9491, dt1
0.485, 11.0362, dt2
0.485, 11.3415, dt3
0.486, 12.5084, dt0
0.486, 12.9089, dt1
0.486, 10.9008, dt2
0.486, 11.2804, dt3
0.487, 11.7183, dt0
0.487, 12.7604, dt1
0.487, 10.7917, dt2
0.487, 11.6961, dt3
0.488, 12.8358, dt0
0.488, 12.7319, dt1
0.488, 11.7898, dt2
0.488, 11.8695, dt3
0.489, 12.381, dt0
0.489, 13.3868, dt1
0.489, 11.5892, dt2
0.489, 11.9319, dt3
0.49, 12.3539, dt0
0.49, 12.5455, dt1
0.49, 11.3832, dt2
0.49, 11.5493, dt3
0.491, 12.2756, dt0
0.491, 12.4735, dt1
0.491, 11.6624, dt2
0.491, 11.1824, dt3
0.492, 13.075, dt0
0.492, 12.9549, dt1
0.492, 10.4592, dt2
0.492, 11.3793, dt3
0.493, 12.5117, dt0
0.493, 12.7058, dt1
0.493, 11.0012, dt2
0.493, 11.0299, dt3
0.494, 13.0796, dt0
0.494, 12.2259, dt1
0.494, 11.0143, dt2
