N is 4
N is 4
omega has size 1
omega has size 2
omega has size 3
omega has size 4
theta has size 1theta has size 2theta has size 3theta has size 4theta has size 40, 12.6858, dt0
6.552, -0.24217, a3
6.553, -0.252933, a3
6.554, -0.263688, a3
6.555, -0.274663, a3
6.556, -0.285505, a3
6.557, -0.296425, a3
6.558, -0.306979, a3
6.559, -0.31783, a3
6.56, -0.327891, a3
6.561, -0.338745, a3
6.562, -0.349864, a3
6.563, -0.360188, a3
6.564, -0.37048, a3
6.565, -0.380903, a3
6.566, -0.391064, a3
6.567, -0.400912, a3
6.568, -0.410697, a3
6.569, -0.421157, a3
6.57, -0.431045, a3
6.571, -0.441204, a3
6.572, -0.451928, a3
6.573, -0.461923, a3
6.574, -0.471954, a3
6.575, -0.48205, a3
6.576, -0.492229, a3
6.577, -0.502493, a3
6.578, -0.513144, a3
6.579, -0.523127, a3
6.58, -0.532682, a3
6.581, -0.541774, a3
6.582, -0.551647, a3
6.583, -0.561134, a3
6.584, -0.570624, a3
6.585, -0.580464, a3
6.586, -0.590401, a3
6.587, -0.598968, a3
6.588, -0.608446, a3
6.589, -0.617238, a3
6.59, -0.626418, a3
6.591, -0.635097, a3
6.592, -0.643727, a3
6.593, -0.652291, a3
6.594, -0.661326, a3
6.595, -0.669889, a3
6.596, -0.677925, a3
6.597, -0.685809, a3
6.598, -0.694089, a3
6.599, -0.701953, a3
6.6, -0.709931, a3
6.601, -0.718008, a3
6.602, -0.726398, a3
6.603, -0.733906, a3
6.604, -0.741915, a3
6.605, -0.749458, a3
6.606, -0.757055, a3
6.607, -0.76435, a3
6.608, -0.771576, a3
6.609, -0.778283, a3
6.61, -0.785768, a3
6.611, -0.792412, a3
6.612, -0.798846, a3
6.613, -0.805872, a3
6.614, -0.812334, a3
6.615, -0.818701, a3
6.616, -0.825236, a3
6.617, -0.831406, a3
6.618, -0.837889, a3
6.619, -0.843625, a3
6.62, -0.849526, a3
6.621, -0.855846, a3
6.622, -0.861575, a3
6.623, -0.867345, a3
6.624, -0.872968, a3
6.625, -0.878319, a3
6.626, -0.883897, a3
6.627, -0.889167, a3
6.628, -0.89449, a3
6.629, -0.899759, a3
6.63, -0.904663, a3
6.631, -0.909528, a3
6.632, -0.914165, a3
6.633, -0.918756, a3
6.634, -0.923106, a3
6.635, -0.927515, a3
6.636, -0.93172, a3
6.637, -0.935748, a3
6.638, -0.939502, a3
6.639, -0.943406, a3
6.64, -0.947348, a3
6.641, -0.950705, a3
6.642, -0.95418, a3
6.643, -0.957536, a3
6.644, -0.960711, a3
6.645, -0.963733, a3
6.646, -0.966534, a3
6.647, -0.969263, a3
6.648, -0.971838, a3
6.649, -0.974602, a3
6.65, -0.977137, a3
6.651, -0.979386, a3
6.652, -0.981568, a3
6.653, -0.983661, a3
6.654, -0.98563, a3
6.655, -0.98735, a3
6.656, -0.989035, a3
6.657, -0.990596, a3
6.658, -0.992128, a3
6.659, -0.993514, a3
6.66, -0.994697, a3
6.661, -0.995841, a3
6.662, -0.9968, a3
6.663, -0.997662, a3
6.664, -0.99837, a3
6.665, -0.998936, a3
6.666, -0.999384, a3
6.667, -0.999706, a3
6.668, -0.99992, a3
6.669, -0.999997, a3
6.67, -0.999966, a3
6.671, -0.999796, a3
6.672, -0.999507, a3
6.673, -0.999054, a3
6.674, -0.998538, a3
6.675, -0.997879, a3
6.676, -0.997092, a3
6.677, -0.996196, a3
6.678, -0.995164, a3
6.679, -0.993894, a3
6.68, -0.992618, a3
6.681, -0.99128, a3
6.682, -0.989613, a3
6.683, -0.987929, a3
6.684, -0.986167, a3
6.685, -0.984159, a3
6.686, -0.982023, a3
6.687, -0.979773, a3
6.688, -0.977458, a3
6.689, -0.975072, a3
6.69, -0.972584, a3
6.691, -0.969914, a3
6.692, -0.967101, a3
6.693, -0.964079, a3
6.694, -0.960985, a3
6.695, -0.958011, a3
6.696, -0.95495, a3
6.697, -0.951477, a3
6.698, -0.947756, a3
6.699, -0.943783, a3
6.7, -0.939748, a3
6.701, -0.93575, a3
6.702, -0.931614, a3
6.703, -0.927258, a3
6.704, -0.922976, a3
6.705, -0.918506, a3
6.706, -0.913869, a3
6.707, -0.909371, a3
6.708, -0.904651, a3
6.709, -0.899766, a3
6.71, -0.895086, a3
6.711, -0.889769, a3
6.712, -0.884946, a3
6.713, -0.879532, a3
6.714, -0.873802, a3
6.715, -0.86831, a3
6.716, -0.862404, a3
6.717, -0.8565, a3
6.718, -0.85036, a3
6.719, -0.844248, a3
6.72, -0.838325, a3
6.721, -0.832057, a3
6.722, -0.825618, a3
6.723, -0.819176, a3
6.724, -0.812387, a3
6.725, -0.805898, a3
6.726, -0.799395, a3
6.727, -0.792663, a3
6.728, -0.785882, a3
6.729, -0.778759, a3
6.73, -0.771776, a3
6.731, -0.76439, a3
6.732, -0.757194, a3
6.733, -0.749743, a3
6.734, -0.742034, a3
6.735, -0.734602, a3
6.736, -0.727041, a3
6.737, -0.718867, a3
6.738, -0.711229, a3
6.739, -0.703302, a3
6.74, -0.695506, a3
6.741, -0.68729, a3
6.742, -0.678836, a3
6.743, -0.670442, a3
6.744, -0.661988, a3
6.745, -0.653947, a3
6.746, -0.644984, a3
6.747, -0.636489, a3
6.748, -0.628373, a3
6.749, -0.61893, a3
6.75, -0.609667, a3
6.751, -0.600378, a3
6.752, -0.591115, a3
6.753, -0.581353, a3
6.754, -0.572027, a3
6.755, -0.562246, a3
6.756, -0.552818, a3
6.757, -0.54339, a3
6.758, -0.53361, a3
6.759, -0.524521, a3
6.76, -0.515114, a3
6.761, -0.505184, a3
6.762, -0.495566, a3
6.763, -0.485461, a3
6.764, -0.47525, a3
6.765, -0.464996, a3
6.766, -0.455676, a3
6.767, -0.445772, a3
6.768, -0.435755, a3
6.769, -0.425598, a3
6.77, -0.414884, a3
6.771, -0.404278, a3
6.772, -0.393018, a3
6.773, -0.381953, a3
6.774, -0.371112, a3
6.775, -0.360391, a3
6.776, -0.349349, a3
6.777, -0.33913, a3
6.778, -0.327162, a3
6.779, -0.315792, a3
6.78, -0.304664, a3
6.781, -0.293831, a3
6.782, -0.283489, a3
6.783, -0.272765, a3
6.784, -0.261676, a3
6.785, -0.250598, a3
6.786, -0.23922, a3
6.787, -0.228857, a3
6.788, -0.217618, a3
6.789, -0.207121, a3
6.79, -0.196046, a3
6.791, -0.184012, a3
6.792, -0.17255, a3
6.793, -0.16099, a3
6.794, -0.149342, a3
6.795, -0.138042, a3
6.796, -0.126666, a3
6.797, -0.115591, a3
6.798, -0.104207, a3
6.799, -0.0920358, a3
6.8, -0.0808914, a3
6.801, -0.0694542, a3
6.802, -0.0580218, a3
6.803, -0.04591, a3
6.804, -0.0348162, a3
6.805, -0.0232637, a3
6.806, -0.0114103, a3
6.807, -0.000791374, a3
intercept is 6.80707, int3
6.808, 0.0100214, a3
6.809, 0.02081, a3
6.81, 0.0324502, a3
6.811, 0.0445088, a3
6.812, 0.0553477, a3
6.813, 0.0666526, a3
6.814, 0.0780062, a3
6.815, 0.0888939, a3
6.816, 0.100216, a3
6.817, 0.111035, a3
6.818, 0.122366, a3
6.819, 0.132763, a3
6.82, 0.143437, a3
6.821, 0.154492, a3
6.822, 0.166471, a3
6.823, 0.177949, a3
6.824, 0.189187, a3
6.825, 0.200584, a3
6.826, 0.211861, a3
6.827, 0.222657, a3
6.828, 0.233434, a3
6.829, 0.244622, a3
6.83, 0.256028, a3
6.831, 0.266441, a3
6.832, 0.277494, a3
6.833, 0.28795, a3
6.834, 0.298633, a3
6.835, 0.309452, a3
6.836, 0.320295, a3
6.837, 0.330624, a3
6.838, 0.340955, a3
6.839, 0.351136, a3
6.84, 0.361746, a3
6.841, 0.371469, a3
6.842, 0.382182, a3
6.843, 0.392612, a3
6.844, 0.40289, a3
6.845, 0.412966, a3
6.846, 0.423487, a3
6.847, 0.433806, a3
6.848, 0.444093, a3
6.849, 0.453978, a3
6.85, 0.464396, a3
6.851, 0.474777, a3
6.852, 0.485258, a3
6.853, 0.495384, a3
6.854, 0.504711, a3
6.855, 0.514282, a3
6.856, 0.524387, a3
6.857, 0.533781, a3
6.858, 0.543467, a3
6.859, 0.553096, a3
6.86, 0.563073, a3
6.861, 0.572181, a3
6.862, 0.581586, a3
6.863, 0.591296, a3
6.864, 0.600314, a3
6.865, 0.609206, a3
6.866, 0.618074, a3
6.867, 0.62723, a3
6.868, 0.636481, a3
6.869, 0.645846, a3
6.87, 0.653767, a3
6.871, 0.661809, a3
6.872, 0.669955, a3
6.873, 0.67898, a3
6.874, 0.686977, a3
6.875, 0.695782, a3
6.876, 0.703385, a3
6.877, 0.711411, a3
6.878, 0.719536, a3
6.879, 0.727067, a3
6.88, 0.735044, a3
6.881, 0.742936, a3
6.882, 0.750257, a3
6.883, 0.757888, a3
6.884, 0.765309, a3
6.885, 0.772719, a3
6.886, 0.780039, a3
6.887, 0.787038, a3
6.888, 0.794383, a3
6.889, 0.801095, a3
6.89, 0.808195, a3
6.891, 0.815162, a3
6.892, 0.821811, a3
6.893, 0.827861, a3
6.894, 0.83417, a3
6.895, 0.84033, a3
6.896, 0.846741, a3
6.897, 0.852879, a3
6.898, 0.858705, a3
6.899, 0.864189, a3
6.9, 0.869703, a3
6.901, 0.875075, a3
6.902, 0.880392, a3
6.903, 0.885636, a3
6.904, 0.890485, a3
6.905, 0.895687, a3
6.906, 0.900605, a3
6.907, 0.905683, a3
6.908, 0.910775, a3
6.909, 0.915461, a3
6.91, 0.920019, a3
6.911, 0.924381, a3
6.912, 0.928617, a3
6.913, 0.932793, a3
6.914, 0.93686, a3
6.915, 0.940509, a3
6.916, 0.94441, a3
6.917, 0.94798, a3
6.918, 0.951772, a3
6.919, 0.955124, a3
6.92, 0.958395, a3
6.921, 0.961625, a3
6.922, 0.964567, a3
6.923, 0.967727, a3
6.924, 0.970447, a3
6.925, 0.97326, a3
6.926, 0.975748, a3
6.927, 0.97826, a3
6.928, 0.980561, a3
6.929, 0.982663, a3
6.93, 0.984703, a3
6.931, 0.986576, a3
6.932, 0.988413, a3
6.933, 0.990164, a3
6.934, 0.991761, a3
6.935, 0.993215, a3
6.936, 0.994475, a3
6.937, 0.995576, a3
6.938, 0.996599, a3
6.939, 0.997501, a3
6.94, 0.998248, a3
6.941, 0.998847, a3
6.942, 0.999341, a3
6.943, 0.999701, a3
6.944, 0.999909, a3
6.945, 0.999996, a3
6.946, 0.999965, a3
6.947, 0.999813, a3
6.948, 0.999519, a3
6.949, 0.99913, a3
6.95, 0.99863, a3
6.951, 0.99802, a3
6.952, 0.997281, a3
6.953, 0.996384, a3
6.954, 0.995388, a3
6.955, 0.994202, a3
6.956, 0.992883, a3
6.957, 0.991536, a3
6.958, 0.99001, a3
6.959, 0.988368, a3
6.96, 0.986606, a3
6.961, 0.984638, a3
6.962, 0.982509, a3
6.963, 0.980289, a3
6.964, 0.978012, a3
6.965, 0.975633, a3
6.966, 0.973073, a3
6.967, 0.970374, a3
6.968, 0.967696, a3
6.969, 0.964815, a3
6.97, 0.961641, a3
6.971, 0.958331, a3
6.972, 0.95492, a3
6.973, 0.951461, a3
6.974, 0.948003, a3
6.975, 0.944318, a3
6.976, 0.940614, a3
6.977, 0.936514, a3
6.978, 0.932552, a3
6.979, 0.92841, a3
6.98, 0.924097, a3
6.981, 0.919844, a3
6.982, 0.915372, a3
6.983, 0.910457, a3
6.984, 0.905879, a3
6.985, 0.900973, a3
6.986, 0.895817, a3
6.987, 0.890715, a3
6.988, 0.885359, a3
6.989, 0.880111, a3
6.99, 0.87492, a3
6.991, 0.869445, a3
6.992, 0.863361, a3
6.993, 0.857339, a3
6.994, 0.851799, a3
6.995, 0.845638, a3
6.996, 0.839347, a3
6.997, 0.833046, a3
6.998, 0.826408, a3
6.999, 0.820238, a3
7, 0.813354, a3
7.001, 0.806854, a3
7.002, 0.800148, a3
7.003, 0.79296, a3
7.004, 0.78602, a3
7.005, 0.77914, a3
7.006, 0.771957, a3
7.007, 0.764222, a3
7.008, 0.757028, a3
7.009, 0.749094, a3
7.01, 0.741398, a3
7.011, 0.733918, a3
7.012, 0.726054, a3
7.013, 0.718212, a3
7.014, 0.710486, a3
7.015, 0.702448, a3
7.016, 0.694058, a3
7.017, 0.685828, a3
7.018, 0.677561, a3
7.019, 0.669276, a3
7.02, 0.660655, a3
7.021, 0.651945, a3
7.022, 0.643092, a3
7.023, 0.634365, a3
7.024, 0.625933, a3
7.025, 0.617837, a3
7.026, 0.608184, a3
7.027, 0.599157, a3
7.028, 0.590284, a3
7.029, 0.581211, a3
7.03, 0.572219, a3
7.031, 0.562928, a3
7.032, 0.553135, a3
7.033, 0.543425, a3
7.034, 0.53402, a3
7.035, 0.52455, a3
7.036, 0.51434, a3
7.037, 0.504495, a3
7.038, 0.495021, a3
7.039, 0.485485, a3
7.04, 0.475756, a3
7.041, 0.466268, a3
7.042, 0.456388, a3
7.043, 0.445987, a3
7.044, 0.434952, a3
7.045, 0.424917, a3
7.046, 0.414251, a3
7.047, 0.404162, a3
7.048, 0.393958, a3
7.049, 0.383544, a3
7.05, 0.373466, a3
7.051, 0.3627, a3
7.052, 0.351366, a3
7.053, 0.34096, a3
7.054, 0.330886, a3
7.055, 0.320691, a3
7.056, 0.309279, a3
7.057, 0.298535, a3
7.058, 0.287524, a3
7.059, 0.276721, a3
7.06, 0.265789, a3
7.061, 0.25468, a3
7.062, 0.243587, a3
7.063, 0.231999, a3
7.064, 0.22133, a3
7.065, 0.210288, a3
7.066, 0.198772, a3
7.067, 0.18755, a3
7.068, 0.176603, a3
7.069, 0.165143, a3
7.07, 0.15404, a3
7.071, 0.143416, a3
7.072, 0.131905, a3
7.073, 0.12022, a3
7.074, 0.108781, a3
7.075, 0.0965548, a3
7.076, 0.0855574, a3
7.077, 0.0745419, a3
7.078, 0.0632386, a3
7.079, 0.0526074, a3
7.08, 0.040626, a3
7.081, 0.029936, a3
7.082, 0.018763, a3
7.083, 0.00760701, a3
intercept is 7.08366, int3
7.084, -0.00389123, a3
7.085, -0.0156734, a3
7.086, -0.0274768, a3
7.087, -0.0383506, a3
7.088, -0.0495782, a3
7.089, -0.060823, a3
7.09, -0.0720364, a3
7.091, -0.0833356, a3
7.092, -0.0943502, a3
7.093, -0.106064, a3
7.094, -0.117183, a3
7.095, -0.127467, a3
7.096, -0.138361, a3
7.097, -0.149859, a3
7.098, -0.161439, a3
7.099, -0.172567, a3
7.1, -0.183634, a3
7.101, -0.19561, a3
7.102, -0.206093, a3
7.103, -0.216485, a3
7.104, -0.227453, a3
7.105, -0.238469, a3
7.106, -0.249778, a3
7.107, -0.260197, a3
7.108, -0.271237, a3
7.109, -0.28298, a3
7.11, -0.294106, a3
7.111, -0.304612, a3
7.112, -0.315066, a3
7.113, -0.32546, a3
7.114, -0.33626, a3
7.115, -0.346275, a3
7.116, -0.356702, a3
7.117, -0.367493, a3
7.118, -0.377731, a3
7.119, -0.387813, a3
7.12, -0.399177, a3
7.121, -0.408791, a3
7.122, -0.41888, a3
7.123, -0.428931, a3
7.124, -0.439701, a3
7.125, -0.449906, a3
7.126, -0.459699, a3
7.127, -0.470057, a3
7.128, -0.479791, a3
7.129, -0.489655, a3
7.13, -0.498638, a3
7.131, -0.508853, a3
7.132, -0.518171, a3
7.133, -0.528003, a3
7.134, -0.537428, a3
7.135, -0.546645, a3
7.136, -0.555913, a3
7.137, -0.565195, a3
7.138, -0.574219, a3
7.139, -0.583478, a3
7.14, -0.592543, a3
7.141, -0.601855, a3
7.142, -0.611374, a3
7.143, -0.620033, a3
7.144, -0.629038, a3
7.145, -0.638164, a3
7.146, -0.647112, a3
7.147, -0.655736, a3
7.148, -0.664246, a3
7.149, -0.672254, a3
7.15, -0.680314, a3
7.151, -0.688892, a3
7.152, -0.6966, a3
7.153, -0.70465, a3
7.154, -0.712908, a3
7.155, -0.721207, a3
7.156, -0.729251, a3
7.157, -0.737304, a3
7.158, -0.744243, a3
7.159, -0.751535, a3
7.16, -0.759546, a3
7.161, -0.766959, a3
7.162, -0.774275, a3
7.163, -0.781829, a3
7.164, -0.788736, a3
7.165, -0.795685, a3
7.166, -0.80236, a3
7.167, -0.809235, a3
7.168, -0.815642, a3
7.169, -0.821666, a3
7.17, -0.82779, a3
7.171, -0.83372, a3
7.172, -0.84013, a3
7.173, -0.846295, a3
7.174, -0.852334, a3
7.175, -0.858101, a3
7.176, -0.863608, a3
7.177, -0.869628, a3
7.178, -0.875245, a3
7.179, -0.88086, a3
7.18, -0.885921, a3
7.181, -0.891175, a3
7.182, -0.896343, a3
7.183, -0.901158, a3
7.184, -0.906165, a3
7.185, -0.91079, a3
7.186, -0.915679, a3
7.187, -0.920271, a3
7.188, -0.924762, a3
7.189, -0.929049, a3
7.19, -0.933164, a3
7.191, -0.937013, a3
7.192, -0.940946, a3
7.193, -0.944786, a3
7.194, -0.948329, a3
7.195, -0.951964, a3
7.196, -0.955589, a3
7.197, -0.95885, a3
7.198, -0.962036, a3
7.199, -0.965227, a3
7.2, -0.968225, a3
7.201, -0.971028, a3
7.202, -0.97371, a3
7.203, -0.976181, a3
7.204, -0.97868, a3
7.205, -0.98091, a3
7.206, -0.983054, a3
7.207, -0.985072, a3
7.208, -0.986974, a3
7.209, -0.988711, a3
7.21, -0.990394, a3
7.211, -0.991995, a3
7.212, -0.99336, a3
7.213, -0.994603, a3
7.214, -0.995755, a3
7.215, -0.996718, a3
7.216, -0.997658, a3
7.217, -0.998349, a3
7.218, -0.998953, a3
7.219, -0.999395, a3
7.22, -0.999716, a3
7.221, -0.999927, a3
7.222, -1, a3
7.223, -0.999946, a3
7.224, -0.999775, a3
7.225, -0.999469, a3
7.226, -0.99901, a3
7.227, -0.998456, a3
7.228, -0.997727, a3
7.229, -0.996935, a3
7.23, -0.995962, a3
7.231, -0.994893, a3
7.232, -0.993698, a3
7.233, -0.992391, a3
7.234, -0.990959, a3
7.235, -0.989339, a3
7.236, -0.987675, a3
7.237, -0.985803, a3
7.238, -0.983812, a3
7.239, -0.981604, a3
7.24, -0.97928, a3
7.241, -0.976948, a3
7.242, -0.974424, a3
7.243, -0.971897, a3
7.244, -0.969025, a3
7.245, -0.966225, a3
7.246, -0.963053, a3
7.247, -0.96006, a3
7.248, -0.95699, a3
7.249, -0.953522, a3
7.25, -0.949902, a3
7.251, -0.94648, a3
7.252, -0.942963, a3
7.253, -0.939166, a3
7.254, -0.935324, a3
7.255, -0.931024, a3
7.256, -0.926794, a3
7.257, -0.922809, a3
7.258, -0.918515, a3
7.259, -0.913564, a3
7.26, -0.909084, a3
7.261, -0.904539, a3
7.262, -0.899755, a3
7.263, -0.89467, a3
7.264, -0.889382, a3
7.265, -0.8843, a3
7.266, -0.878532, a3
7.267, -0.87279, a3
7.268, -0.867726, a3
7.269, -0.862301, a3
7.27, -0.856806, a3
7.271, -0.850672, a3
7.272, -0.844917, a3
7.273, -0.838802, a3
7.274, -0.83223, a3
7.275, -0.825938, a3
7.276, -0.81951, a3
7.277, -0.812695, a3
7.278, -0.806099, a3
7.279, -0.799264, a3
7.28, -0.792482, a3
7.281, -0.785463, a3
7.282, -0.778416, a3
7.283, -0.771198, a3
7.284, -0.764063, a3
7.285, -0.75669, a3
7.286, -0.74941, a3
7.287, -0.741302, a3
7.288, -0.733962, a3
7.289, -0.726321, a3
7.29, -0.718392, a3
7.291, -0.710692, a3
7.292, -0.702691, a3
7.293, -0.694818, a3
7.294, -0.686757, a3
7.295, -0.678262, a3
7.296, -0.670389, a3
7.297, -0.662377, a3
7.298, -0.653982, a3
7.299, -0.645236, a3
7.3, -0.636874, a3
7.301, -0.627692, a3
7.302, -0.619023, a3
7.303, -0.610211, a3
7.304, -0.60063, a3
7.305, -0.591738, a3
7.306, -0.582145, a3
7.307, -0.573281, a3
7.308, -0.563949, a3
7.309, -0.55475, a3
7.31, -0.544984, a3
7.311, -0.535438, a3
7.312, -0.525915, a3
7.313, -0.51632, a3
7.314, -0.506663, a3
7.315, -0.497259, a3
7.316, -0.487552, a3
7.317, -0.477846, a3
7.318, -0.468238, a3
7.319, -0.458682, a3
7.32, -0.448644, a3
7.321, -0.438121, a3
7.322, -0.428013, a3
7.323, -0.417893, a3
7.324, -0.407759, a3
7.325, -0.397378, a3
7.326, -0.387143, a3
7.327, -0.377338, a3
7.328, -0.366796, a3
7.329, -0.356236, a3
7.33, -0.345941, a3
7.331, -0.335463, a3
7.332, -0.32446, a3
7.333, -0.313867, a3
7.334, -0.302492, a3
7.335, -0.291692, a3
7.336, -0.281031, a3
7.337, -0.269992, a3
7.338, -0.259086, a3
7.339, -0.24813, a3
7.34, -0.236615, a3
7.341, -0.225186, a3
7.342, -0.214721, a3
7.343, -0.203023, a3
7.344, -0.191047, a3
7.345, -0.179849, a3
7.346, -0.168893, a3
7.347, -0.158295, a3
7.348, -0.147152, a3
7.349, -0.136025, a3
7.35, -0.124185, a3
7.351, -0.113477, a3
7.352, -0.102017, a3
7.353, -0.0902343, a3
7.354, -0.0787394, a3
7.355, -0.067853, a3
7.356, -0.0562612, a3
7.357, -0.0453634, a3
7.358, -0.034349, a3
7.359, -0.0228386, a3
7.36, -0.0120755, a3
intercept is 7.361, int3
7.361, 5.37801e-05, a3
7.362, 0.0105299, a3
7.363, 0.0217598, a3
7.364, 0.0324942, a3
7.365, 0.0437169, a3
7.366, 0.05505, a3
7.367, 0.066547, a3
7.368, 0.077175, a3
7.369, 0.0881672, a3
7.37, 0.0994885, a3
7.371, 0.10996, a3
7.372, 0.120414, a3
7.373, 0.131158, a3
7.374, 0.143433, a3
7.375, 0.154737, a3
7.376, 0.165693, a3
7.377, 0.176793, a3
7.378, 0.187727, a3
7.379, 0.198984, a3
7.38, 0.210118, a3
7.381, 0.221698, a3
7.382, 0.232232, a3
7.383, 0.243374, a3
7.384, 0.253675, a3
7.385, 0.264458, a3
7.386, 0.275043, a3
7.387, 0.285895, a3
7.388, 0.297469, a3
7.389, 0.307734, a3
7.39, 0.31891, a3
7.391, 0.329103, a3
7.392, 0.339296, a3
7.393, 0.349826, a3
7.394, 0.360868, a3
7.395, 0.370765, a3
7.396, 0.381935, a3
7.397, 0.392571, a3
7.398, 0.402376, a3
7.399, 0.41168, a3
7.4, 0.422054, a3
7.401, 0.431888, a3
7.402, 0.442177, a3
7.403, 0.452516, a3
7.404, 0.462559, a3
7.405, 0.472199, a3
7.406, 0.482486, a3
7.407, 0.492602, a3
7.408, 0.501917, a3
7.409, 0.511606, a3
7.41, 0.521113, a3
7.411, 0.531319, a3
7.412, 0.541103, a3
7.413, 0.550573, a3
7.414, 0.559735, a3
7.415, 0.568863, a3
7.416, 0.578496, a3
7.417, 0.587463, a3
7.418, 0.596212, a3
7.419, 0.605406, a3
7.42, 0.614401, a3
7.421, 0.622716, a3
7.422, 0.631623, a3
7.423, 0.64067, a3
7.424, 0.649339, a3
7.425, 0.657882, a3
7.426, 0.666526, a3
7.427, 0.674581, a3
7.428, 0.683288, a3
7.429, 0.691817, a3
7.43, 0.699987, a3
7.431, 0.708173, a3
7.432, 0.716238, a3
7.433, 0.723605, a3
7.434, 0.73093, a3
7.435, 0.738241, a3
7.436, 0.745744, a3
7.437, 0.753121, a3
7.438, 0.760366, a3
7.439, 0.76741, a3
7.44, 0.7745, a3
7.441, 0.781918, a3
7.442, 0.788555, a3
7.443, 0.795478, a3
7.444, 0.802181, a3
7.445, 0.808917, a3
7.446, 0.815502, a3
7.447, 0.821755, a3
7.448, 0.828046, a3
7.449, 0.834137, a3
7.45, 0.84021, a3
7.451, 0.846095, a3
7.452, 0.851854, a3
7.453, 0.857823, a3
7.454, 0.863353, a3
7.455, 0.868636, a3
7.456, 0.874382, a3
7.457, 0.880096, a3
7.458, 0.885442, a3
7.459, 0.89087, a3
7.46, 0.896001, a3
7.461, 0.901082, a3
7.462, 0.905742, a3
7.463, 0.910736, a3
7.464, 0.915261, a3
7.465, 0.919792, a3
7.466, 0.923959, a3
7.467, 0.928304, a3
7.468, 0.932598, a3
7.469, 0.936469, a3
7.47, 0.940103, a3
7.471, 0.944116, a3
7.472, 0.947578, a3
7.473, 0.951106, a3
7.474, 0.954255, a3
7.475, 0.957381, a3
7.476, 0.960404, a3
7.477, 0.96342, a3
7.478, 0.966147, a3
7.479, 0.969074, a3
7.48, 0.971827, a3
7.481, 0.974315, a3
7.482, 0.976757, a3
7.483, 0.979175, a3
7.484, 0.981462, a3
7.485, 0.983546, a3
7.486, 0.985404, a3
7.487, 0.987218, a3
7.488, 0.988969, a3
7.489, 0.990636, a3
7.49, 0.992134, a3
7.491, 0.99341, a3
7.492, 0.99463, a3
7.493, 0.995695, a3
7.494, 0.996725, a3
7.495, 0.997577, a3
7.496, 0.99831, a3
7.497, 0.998912, a3
7.498, 0.99938, a3
7.499, 0.999713, a3
7.5, 0.999907, a3
7.501, 0.999997, a3
7.502, 0.999965, a3
7.503, 0.999806, a3
7.504, 0.999508, a3
7.505, 0.999064, a3
7.506, 0.998537, a3
7.507, 0.997863, a3
7.508, 0.997067, a3
7.509, 0.996063, a3
7.51, 0.99499, a3
7.511, 0.993739, a3
7.512, 0.992461, a3
7.513, 0.991001, a3
7.514, 0.989422, a3
7.515, 0.987724, a3
7.516, 0.98587, a3
7.517, 0.984037, a3
7.518, 0.981953, a3
7.519, 0.979711, a3
7.52, 0.977438, a3
7.521, 0.975103, a3
7.522, 0.972635, a3
7.523, 0.969975, a3
7.524, 0.967178, a3
7.525, 0.96414, a3
7.526, 0.96109, a3
7.527, 0.957914, a3
7.528, 0.954605, a3
7.529, 0.951474, a3
7.53, 0.947889, a3
7.531, 0.944079, a3
7.532, 0.94022, a3
7.533, 0.9363, a3
7.534, 0.932261, a3
7.535, 0.928323, a3
7.536, 0.923996, a3
7.537, 0.919471, a3
7.538, 0.915239, a3
7.539, 0.910643, a3
7.54, 0.905468, a3
7.541, 0.900629, a3
7.542, 0.89575, a3
7.543, 0.890794, a3
7.544, 0.885693, a3
7.545, 0.880332, a3
7.546, 0.875048, a3
7.547, 0.869399, a3
7.548, 0.863461, a3
7.549, 0.857792, a3
7.55, 0.85201, a3
7.551, 0.846097, a3
7.552, 0.840265, a3
7.553, 0.834268, a3
7.554, 0.82808, a3
7.555, 0.821678, a3
7.556, 0.81539, a3
7.557, 0.808649, a3
7.558, 0.802228, a3
7.559, 0.794751, a3
7.56, 0.788009, a3
7.561, 0.780862, a3
7.562, 0.77382, a3
7.563, 0.766388, a3
7.564, 0.759318, a3
7.565, 0.752312, a3
7.566, 0.745356, a3
7.567, 0.737261, a3
7.568, 0.7297, a3
7.569, 0.722193, a3
7.57, 0.714954, a3
7.571, 0.70736, a3
7.572, 0.69964, a3
7.573, 0.691481, a3
7.574, 0.682996, a3
7.575, 0.675299, a3
7.576, 0.66744, a3
7.577, 0.658682, a3
7.578, 0.650225, a3
7.579, 0.641836, a3
7.58, 0.633322, a3
7.581, 0.624548, a3
7.582, 0.615493, a3
7.583, 0.607203, a3
7.584, 0.598006, a3
7.585, 0.588477, a3
7.586, 0.57866, a3
7.587, 0.570021, a3
7.588, 0.560811, a3
7.589, 0.552295, a3
7.59, 0.543443, a3
7.591, 0.533824, a3
7.592, 0.523637, a3
7.593, 0.514166, a3
7.594, 0.504016, a3
7.595, 0.494681, a3
7.596, 0.484962, a3
7.597, 0.475274, a3
7.598, 0.465329, a3
7.599, 0.455336, a3
7.6, 0.445307, a3
7.601, 0.435177, a3
7.602, 0.425231, a3
7.603, 0.415414, a3
7.604, 0.405404, a3
7.605, 0.395592, a3
7.606, 0.385152, a3
7.607, 0.374008, a3
7.608, 0.364359, a3
7.609, 0.353265, a3
7.61, 0.342591, a3
7.611, 0.332374, a3
7.612, 0.322128, a3
7.613, 0.311387, a3
7.614, 0.300649, a3
7.615, 0.289446, a3
